epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,5963.13,0.27961,0.23085,0.88387,0.84419,0.64255,0.64162,0.499,1.33863,2.13852,1.8688,0.000812,0.000812,0.000812
32,6154.94,0.26424,0.22453,0.87462,0.48073,0.48936,0.48915,0.38635,1.48342,2.43642,1.90641,0.0007724,0.0007724,0.0007724
33,6346.39,0.2672,0.22316,0.87543,0.37452,0.63444,0.42926,0.39492,1.39152,4.191,1.68373,0.0007328,0.0007328,0.0007328
34,6536.61,0.25609,0.21113,0.87375,0.76852,0.6383,0.60952,0.47836,1.61298,2.30319,2.08028,0.0006932,0.0006932,0.0006932
35,6727.18,0.24971,0.19893,0.878,0.91736,0.64255,0.66329,0.54351,1.16301,1.90517,1.5436,0.0006536,0.0006536,0.0006536
36,6918.73,0.27102,0.20727,0.87938,0.62947,0.64255,0.55483,0.46356,1.26667,2.42479,1.73726,0.000614,0.000614,0.000614
37,7109.6,0.25554,0.20765,0.8705,0.69759,0.58298,0.60411,0.42649,1.50424,2.42624,1.93916,0.0005744,0.0005744,0.0005744
38,7300.34,0.25297,0.20922,0.87117,0.99484,0.25532,0.36925,0.29816,2.29295,3.05385,2.40901,0.0005348,0.0005348,0.0005348
39,7490.7,0.24756,0.20835,0.88014,0.97629,0.35047,0.61271,0.46721,1.58569,2.60103,1.76952,0.0004952,0.0004952,0.0004952
40,7681.01,0.24655,0.19685,0.86561,0.59821,0.56387,0.53193,0.48986,1.27682,2.09729,1.64407,0.0004556,0.0004556,0.0004556
41,7869.51,0.19825,0.17351,0.80821,0.84911,0.62553,0.63248,0.45879,1.60023,1.80138,1.88833,0.000416,0.000416,0.000416
42,8058.67,0.19267,0.16685,0.80771,0.88256,0.63961,0.63852,0.49518,1.39586,1.90948,1.87323,0.0003764,0.0003764,0.0003764
43,8246.71,0.18056,0.15414,0.79721,0.98658,0.62546,0.69583,0.54901,1.23873,2.01308,1.79015,0.0003368,0.0003368,0.0003368
44,8434.26,0.18209,0.15101,0.79655,0.6921,0.6,0.65669,0.52484,1.20271,1.99115,1.74577,0.0002972,0.0002972,0.0002972
45,8622.68,0.17639,0.14911,0.79767,0.93935,0.33617,0.49881,0.4452,1.17436,2.28498,1.67434,0.0002576,0.0002576,0.0002576
46,8812.55,0.17227,0.14365,0.79488,0.96169,0.42553,0.60935,0.52046,1.11878,2.17945,1.56549,0.000218,0.000218,0.000218
47,9000.58,0.16146,0.13527,0.79869,0.92551,0.6383,0.67297,0.55758,1.10362,2.00302,1.57881,0.0001784,0.0001784,0.0001784
48,9189.12,0.15945,0.13352,0.79461,0.98437,0.64255,0.68658,0.5521,1.11309,1.93178,1.59816,0.0001388,0.0001388,0.0001388
49,9377.38,0.15734,0.13034,0.78866,0.99879,0.64255,0.69866,0.55555,1.15197,1.88644,1.66861,9.92e-05,9.92e-05,9.92e-05
50,9565.8,0.14951,0.12617,0.79292,0.99931,0.64255,0.70375,0.56384,1.14112,1.8981,1.66528,5.96e-05,5.96e-05,5.96e-05
