epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,4953.22,0.45265,0.286,0.99069,0.9392,1,0.94448,0.92948,0.38641,0.68311,0.7736,0.0008912,0.0008912,0.0008912
30,5122.95,0.44358,0.27665,0.98227,0.94212,0.98648,0.99111,0.96693,0.37709,0.57195,0.81532,0.0008516,0.0008516,0.0008516
31,5292.17,0.42419,0.26813,0.98207,0.93563,0.9911,0.97768,0.9621,0.38569,0.3767,0.79186,0.000812,0.000812,0.000812
32,5461.79,0.42977,0.25979,0.98333,0.93912,1,0.96367,0.94139,0.41867,0.39327,0.80858,0.0007724,0.0007724,0.0007724
33,5631.72,0.42951,0.26403,0.97931,0.92601,0.99242,0.98891,0.96364,0.41083,0.45664,0.78634,0.0007328,0.0007328,0.0007328
34,5801.44,0.41852,0.2636,0.96784,0.95214,0.97973,0.99368,0.97563,0.31537,0.49911,0.72285,0.0006932,0.0006932,0.0006932
35,5970.63,0.42797,0.25978,0.98575,0.9308,0.96813,0.98637,0.94004,0.41049,0.49537,0.81321,0.0006536,0.0006536,0.0006536
36,6140.26,0.42121,0.25805,0.97327,0.93281,0.9991,0.99074,0.96013,0.37752,0.31666,0.77041,0.000614,0.000614,0.000614
37,6309.63,0.41563,0.25856,0.96502,0.93903,1,0.99171,0.97645,0.33878,0.30579,0.7591,0.0005744,0.0005744,0.0005744
38,6479.41,0.40729,0.25365,0.95867,0.96742,1,0.99454,0.97256,0.34952,0.30805,0.7721,0.0005348,0.0005348,0.0005348
39,6649.31,0.40778,0.24494,0.97428,0.96818,1,0.99481,0.97718,0.36832,0.29396,0.76767,0.0004952,0.0004952,0.0004952
40,6818.42,0.3906,0.22984,0.96486,0.96892,0.98864,0.99422,0.96024,0.38465,0.31632,0.78094,0.0004556,0.0004556,0.0004556
41,6985.99,0.327,0.23532,0.91354,0.93746,0.99242,0.99265,0.9648,0.34038,0.3724,0.75401,0.000416,0.000416,0.000416
42,7154.97,0.32571,0.20727,0.916,0.91603,1,0.99082,0.9644,0.36412,0.33597,0.76347,0.0003764,0.0003764,0.0003764
43,7322.96,0.31968,0.20447,0.91805,0.93295,0.96591,0.98843,0.96215,0.39506,0.38508,0.79396,0.0003368,0.0003368,0.0003368
44,7490.9,0.32192,0.19636,0.91591,0.93221,0.98976,0.99117,0.9616,0.38259,0.36297,0.78383,0.0002972,0.0002972,0.0002972
45,7659.32,0.30522,0.19108,0.89644,0.93277,1,0.99197,0.9746,0.31191,0.31446,0.7332,0.0002576,0.0002576,0.0002576
46,7826.91,0.29366,0.18381,0.88342,0.93615,1,0.98979,0.96701,0.33462,0.34096,0.7386,0.000218,0.000218,0.000218
47,7995.06,0.29919,0.18419,0.88557,0.93947,0.99951,0.99126,0.97217,0.30447,0.33165,0.70725,0.0001784,0.0001784,0.0001784
48,8161.98,0.2898,0.18033,0.88371,0.93896,0.99059,0.99201,0.97169,0.30926,0.37274,0.70105,0.0001388,0.0001388,0.0001388
49,8329.95,0.28264,0.17858,0.88763,0.93838,0.98065,0.99285,0.97298,0.3156,0.37936,0.70465,9.92e-05,9.92e-05,9.92e-05
50,8498.76,0.26631,0.16959,0.86759,0.94767,0.97348,0.99339,0.96807,0.30757,0.36189,0.7021,5.96e-05,5.96e-05,5.96e-05
